<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
08/11/23,000000,898.7,900.5,870.9,874.8,33874
09/11/23,000000,874.9,878,859.6,864.3,28400
10/11/23,000000,864.1,864.7,843.1,845.6,28355
12/11/23,000000,845.7,849.2,845.6,848.9,534
13/11/23,000000,848.8,870.6,844.6,869.6,24274
14/11/23,000000,869.7,895.5,868,890.7,30402
15/11/23,000000,890.5,908.1,886.5,901.3,26149
16/11/23,000000,901.1,909.4,894.3,898.4,19037
17/11/23,000000,898.3,913.7,895.8,903.5,18124
19/11/23,000000,905.1,905.1,900,900.1,475
20/11/23,000000,900.1,929.1,899.4,926.1,23242
21/11/23,000000,926,947.8,922.2,941,27513
22/11/23,000000,940.9,949.1,924.1,931.7,24583
23/11/23,000000,931.7,936.6,920.6,923.6,6998
24/11/23,000000,923.5,942.9,910,939.5,19077
26/11/23,000000,939.5,939.5,934.4,935.4,406
27/11/23,000000,935.2,946.7,918.2,928.4,20048
28/11/23,000000,928.4,955.5,921.1,949.6,27464
29/11/23,000000,949.9,954.7,929.6,938,21803
30/11/23,000000,938.1,947,927,936.1,21058
01/12/23,000000,935.7,943.1,923.2,940.8,20758
03/12/23,000000,941,949.6,941,945.8,1849
04/12/23,000000,946.2,947.2,916,924.3,23595
05/12/23,000000,924.3,926.5,899.5,906.3,22774
06/12/23,000000,906.3,916.5,890.4,894.8,22298
07/12/23,000000,894.9,919.1,890,909.6,22615
08/12/23,000000,909.7,929.8,909.6,921.8,20501
10/12/23,000000,921.7,925.2,920.2,924.8,384
11/12/23,000000,924.8,931.8,914.2,916.5,17031
12/12/23,000000,916.4,936.2,912.5,935.8,21498
13/12/23,000000,935.8,944.2,920.1,943.1,25964
14/12/23,000000,943,971.3,940.1,963.5,30342
15/12/23,000000,963.7,973.2,943.5,947.9,32639
17/12/23,000000,947.7,948.8,945.6,945.6,470
18/12/23,000000,945.7,964.3,944.3,953.9,22386
19/12/23,000000,953.8,968,945.2,960.6,20308
20/12/23,000000,960.8,976.1,953.5,966,24222
21/12/23,000000,965.9,975,955,970.9,21537
22/12/23,000000,971.1,988.6,965.5,978.4,17222
24/12/23,000000,979.9,979.9,979.9,979.9,24
25/12/23,000000,979.9,980.1,978.7,978.7,162
26/12/23,000000,978.7,988.2,975.1,984.8,6126
27/12/23,000000,984.6,1016.2,975.8,1014.5,4733
28/12/23,000000,1014.7,1031,1009.1,1020.3,23179
29/12/23,000000,1020.1,1026.6,1004.9,1005.3,17466
31/12/23,000000,1005.5,1005.5,1005.5,1005.5,24
01/01/24,000000,1005.5,1006.5,1005,1006.3,210
02/01/24,000000,1006,1015.1,993.2,996.6,22093
03/01/24,000000,996.9,1001.3,976.2,986.5,21335
04/01/24,000000,986.3,988.2,964.2,967.3,18455
05/01/24,000000,966.9,981.8,953.9,972.1,22021
07/01/24,000000,973.4,973.4,970.5,971.2,326
08/01/24,000000,971.4,976.8,955.1,959.7,20500
09/01/24,000000,959.9,963.7,940.7,943.6,22363
10/01/24,000000,943.6,948,926,929.8,21786
11/01/24,000000,929.6,941.7,918,928.6,21567
12/01/24,000000,928.6,946.6,914,915.9,27184
14/01/24,000000,916.6,919,916.3,917.6,514
15/01/24,000000,918,926.7,917,921.2,10464
16/01/24,000000,921.5,922.5,901.6,906.1,23850
17/01/24,000000,906.2,906.2,883.2,893.1,29280
18/01/24,000000,892.8,920.5,890.8,919,25001
19/01/24,000000,918.7,924,900.8,908.6,20957
21/01/24,000000,908.9,909.4,905.9,908,432
22/01/24,000000,907.8,913.2,899.7,901.7,15647
23/01/24,000000,901.7,917.1,901.6,908.5,18181
24/01/24,000000,908.3,922.1,906.6,908.3,16631
25/01/24,000000,908.2,911.5,892.5,898,20581
26/01/24,000000,898.3,924.9,896.5,921.8,25726
28/01/24,000000,921.7,924.5,917.8,918.8,949
29/01/24,000000,918.8,940.6,916,938.3,24032
30/01/24,000000,938.4,940,922.1,930.6,19033
31/01/24,000000,930.7,944,925,928.3,20413
01/02/24,000000,928.2,932.3,910.2,922.7,23908
02/02/24,000000,922.8,933.8,899.2,901.6,25357
04/02/24,000000,901.2,904.9,900.2,904.2,626
05/02/24,000000,904.1,910.7,897.2,904.6,21039
06/02/24,000000,904.7,915.4,899.7,911.7,21371
07/02/24,000000,911.5,914.8,884.7,890.9,29071
08/02/24,000000,890.8,896.7,877.5,895.4,25881
09/02/24,000000,896.4,899,873.3,881.1,19497
11/02/24,000000,880.5,882,878.3,881.6,476
12/02/24,000000,881.8,900.6,878.7,896.4,21614
13/02/24,000000,896.7,906.8,874.2,879.3,23886
14/02/24,000000,879.1,903.6,876.8,897.6,25541
15/02/24,000000,897.7,910.2,893.7,905,19751
16/02/24,000000,905.2,917,894.2,915.5,21962
18/02/24,000000,914.2,915.6,912.3,913.2,421
19/02/24,000000,913.1,918,903.6,905.5,10209
20/02/24,000000,905.8,921.7,900.6,912,21938
21/02/24,000000,912.1,916.2,886.8,891.9,28027
22/02/24,000000,891.9,909.6,889,907.4,23227
23/02/24,000000,907.5,911.8,893.8,906.8,19521
25/02/24,000000,906.5,907.5,904.3,904.3,284
26/02/24,000000,904.6,905.3,880.2,884.8,26471
27/02/24,000000,884.9,901.7,884.7,894.6,24227
28/02/24,000000,894.9,897.2,881.7,883.9,21080
29/02/24,000000,883.9,893.6,879,883.6,24218
01/03/24,000000,883.8,893.1,870.1,892.2,36743
03/03/24,000000,891.8,895.4,889.4,889.8,1060
04/03/24,000000,890,907.5,887.6,902,27482
05/03/24,000000,901.9,902.1,884,886.9,28181
06/03/24,000000,887,916.8,884.5,909.1,33697
07/03/24,000000,909.2,930.5,908.9,924.1,29820
08/03/24,000000,924,931.8,911.3,916.8,30022
10/03/24,000000,918.6,920.9,917,920.6,531
11/03/24,000000,920.5,944.7,917.4,940.9,32761
12/03/24,000000,940.9,942.8,915.4,926.1,34617
