<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
05/11/23,000000,85.23,85.55,84.88,85.26,1840
06/11/23,000000,85.29,86.46,85.09,85.21,249211
07/11/23,000000,85.21,85.21,81.4,81.41,414755
08/11/23,000000,81.41,81.96,79.2,79.71,434217
09/11/23,000000,79.71,81.48,79.44,79.87,321728
10/11/23,000000,79.87,82.06,79.79,81.55,260454
12/11/23,000000,81.7,81.7,81.14,81.19,1391
13/11/23,000000,81.21,82.8,80.41,82.7,248283
14/11/23,000000,82.7,83.97,82.06,82.37,246144
15/11/23,000000,82.37,83.04,80.79,81.07,305688
16/11/23,000000,81.07,81.17,76.6,77.45,463603
17/11/23,000000,77.45,80.81,77.28,80.52,355587
19/11/23,000000,80.62,80.85,79.58,80.83,2107
20/11/23,000000,80.82,82.94,80.49,82.03,261081
21/11/23,000000,82.03,82.54,81.43,82.39,247936
22/11/23,000000,82.39,82.65,78.41,81.66,374798
23/11/23,000000,81.66,81.66,80.19,81.28,103836
24/11/23,000000,81.28,82.2,80.13,80.23,108292
26/11/23,000000,80.23,80.76,80.23,80.76,629
27/11/23,000000,80.75,81.17,79.13,80.08,160500
28/11/23,000000,80.08,82.16,79.8,81.66,105898
29/11/23,000000,81.66,83.25,80.96,82.9,93733
30/11/23,000000,82.9,84.61,80.02,80.35,638295
01/12/23,000000,80.35,81.54,78.75,79.07,361953
03/12/23,000000,79.56,79.72,79.1,79.59,1934
04/12/23,000000,79.57,79.59,77.52,78.2,391937
05/12/23,000000,78.2,79.09,77,77,346893
06/12/23,000000,77,77.65,74.11,74.28,390461
07/12/23,000000,74.28,75.48,73.6,74.56,306587
08/12/23,000000,74.56,76.36,74.2,75.8,229107
10/12/23,000000,75.65,75.91,75.57,75.91,743
11/12/23,000000,75.91,76.5,75.01,76.11,214480
12/12/23,000000,76.11,76.66,72.86,73.32,307491
13/12/23,000000,73.32,74.65,72.29,74.62,266942
14/12/23,000000,74.62,77.35,74.44,76.6,256227
15/12/23,000000,76.6,77.23,75.29,76.64,226569
17/12/23,000000,76.95,77.33,76.8,77.33,1019
18/12/23,000000,77.32,79.51,75.76,78.04,283080
19/12/23,000000,78.04,79.67,77.41,79.27,210619
20/12/23,000000,79.27,80.6,79.07,79.15,243038
21/12/23,000000,79.15,80.13,77.81,79.34,194752
22/12/23,000000,79.34,80.37,78.88,79.19,115197
24/12/23,000000,79.19,79.19,79.19,79.19,1
25/12/23,000000,79.19,79.19,79.19,79.19,2
26/12/23,000000,79.19,81.72,78.76,81.01,64244
27/12/23,000000,81.01,81.33,79.34,79.34,71681
28/12/23,000000,79.34,79.87,77.1,77.48,289450
29/12/23,000000,77.48,77.98,76.73,77.08,200079
31/12/23,000000,77.08,77.08,77.08,77.08,1
01/01/24,000000,77.08,77.08,77.08,77.08,2
02/01/24,000000,77.08,79.06,75.6,76.04,341057
03/01/24,000000,76.04,78.66,74.79,78.44,371976
04/01/24,000000,78.44,79.41,76.5,77.74,370958
05/01/24,000000,77.74,79.2,77.66,78.75,292305
07/01/24,000000,78.9,78.95,78.48,78.8,2883
08/01/24,000000,78.79,78.85,75.26,76.27,355419
09/01/24,000000,76.27,78.19,75.95,77.49,350355
10/01/24,000000,77.49,78.73,76.38,76.78,365162
11/01/24,000000,76.78,79.1,76.66,78.48,402643
12/01/24,000000,78.48,80.75,77.96,78.45,410949
14/01/24,000000,78.32,78.32,77.56,78.2,3887
15/01/24,000000,78.15,78.9,76.85,78.64,178847
16/01/24,000000,78.64,79.4,77.6,77.9,314733
17/01/24,000000,77.9,78.14,76.5,78.11,371606
18/01/24,000000,78.11,79.3,77.33,78.96,348298
19/01/24,000000,78.96,79.73,78.32,78.85,292742
21/01/24,000000,78.63,78.89,78.27,78.36,6452
22/01/24,000000,78.37,80.55,77.81,79.89,327592
23/01/24,000000,79.89,80.43,78.7,79.73,343350
24/01/24,000000,79.73,80.73,79.05,80.23,238517
25/01/24,000000,80.23,82.57,80.06,82.36,250442
26/01/24,000000,82.36,83.6,81.31,83.58,243209
28/01/24,000000,83.69,84.8,83.69,84.51,4696
29/01/24,000000,84.51,84.51,82.03,82.46,123151
30/01/24,000000,82.46,83.3,81.34,82.75,80677
31/01/24,000000,82.75,82.75,80.27,80.69,408135
01/02/24,000000,80.69,81.55,78.57,78.82,553594
02/02/24,000000,78.82,79.44,76.85,77.24,430352
04/02/24,000000,77.67,78.27,77.67,77.9,4559
05/02/24,000000,77.9,78.33,76.62,77.93,304148
06/02/24,000000,77.93,79.08,77.63,78.77,316899
07/02/24,000000,78.77,79.5,78.49,79.43,307590
08/02/24,000000,79.43,81.9,79.03,81.75,459002
09/02/24,000000,81.75,82.45,81.21,81.93,330936
11/02/24,000000,81.86,81.94,81.57,81.84,1859
12/02/24,000000,81.84,82.19,80.77,82.08,257681
13/02/24,000000,82.08,83.24,81.96,82.66,337701
14/02/24,000000,82.66,83.6,81.39,81.44,357818
15/02/24,000000,81.44,83.25,80.72,82.85,338979
16/02/24,000000,82.85,83.66,81.89,83.37,359072
18/02/24,000000,83.58,83.58,83.04,83.16,1559
19/02/24,000000,83.16,83.6,82.55,83.35,189204
20/02/24,000000,83.35,83.63,82.05,82.56,301033
21/02/24,000000,82.56,83.16,81.66,83.16,312259
22/02/24,000000,83.16,83.96,82.33,83.42,284819
23/02/24,000000,83.42,83.48,81.43,81.71,232534
25/02/24,000000,81.58,81.77,81.41,81.52,1520
26/02/24,000000,81.5,83.07,81,82.58,185246
27/02/24,000000,82.58,83.7,82.1,83.13,80080
28/02/24,000000,83.13,84.31,82.6,83.4,110937
29/02/24,000000,83.4,83.4,81.51,82.02,417420
01/03/24,000000,82.02,84.34,81.81,83.49,417849
03/03/24,000000,83.46,83.93,83.44,83.56,3583
04/03/24,000000,83.59,84.08,82.57,82.84,383697
05/03/24,000000,82.84,83.14,81.72,82.08,474680
06/03/24,000000,82.08,84.05,81.85,82.91,394807
07/03/24,000000,82.91,83.53,82.07,83.36,385941
08/03/24,000000,83.36,83.84,81.71,81.94,326534
10/03/24,000000,81.93,81.95,81.74,81.86,1200
11/03/24,000000,81.86,82.75,81.08,82.45,360524
12/03/24,000000,82.45,83.01,81.69,82.36,337106
